GPCR,COMPOUND_ID,ACTIVITY_TYPE,STANDARD_VALUE,smiles
P30968,403234,Ki,-2.28,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@H](CO)NC3CCCC3)c4cccc(c4Cl)OC
P30968,353308,IC50,-0.04,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)[C@H](C)CNCCCCc6ccc7c(c6)cccn7)C
P43115,584279,IC50,-10,c1ccc(c(c1)Cn2ccc3c2c(ccc3)/C=C/C(=O)NS(=O)(=O)c4cccs4)C(F)(F)F
P30968,184855,Ki,-1.85,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)N)c4csc(n4)Nc5ccccc5
P30968,453167,Ki,-0.53,COc1cccc(c1F)c2cn(c(=O)n(c2=O)C[C@@H](c3ccccc3)NCCCC(=O)O)Cc4c(cccc4S(=O)(=O)C)F
P30968,22563,Ki,-2.6,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CCN(C)CCc3ccccn3)c4ccccc4
P30968,236152,Ki,-1,c1ccnc(c1)CCN2CCC[C@@H]2Cn3c(=O)c4c(n(c3=O)Cc5c(cccc5F)F)CCN(C4)Cc6ccc(cc6)Cl
P30968,359741,Ki,-5.58,c1ccc2c(c1)c(c[nH]2)CC(Cn3c(=O)n(c(=O)n(c3=O)c4c(cccc4F)F)Cc5c(cccc5F)F)N
P30968,412794,Kd,0.17,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(=O)N)NC(=O)[C@H](CCC(=O)NC(C)C(=O)NC(C)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc2cccnc2)NC(=O)[C@H](Cc3ccc(cc3)Cl)NC(=O)[C@@H](Cc4ccc5ccccc5c4)NC(=O)C
P30556,154531,IC50,-10,CCCCc1nnc(n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4)SCc5ccccc5C(=O)OC
P30968,258970,Ki,-3,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)ccn(c3n2)Cc4c(cccc4F)F)CN(Cc5ccccc5)CC(=O)NCC(=O)NCC#Cc6ccccc6C#CCNC(=O)CNC(=O)CN(Cc7ccccc7)Cc8c(nc9n8c(=O)c(cn9Cc1c(cccc1F)F)C(=O)OCC)c1ccc(cc1)NC(=O)NCC
P30968,417558,Ki,-2.34,CCc1cccc(c1)c2c(n(c(=O)n(c2=O)CCN(C)CCc3ccccn3)Cc4c(cccc4F)F)C
P30968,117069,Ki,-0.95,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)OCC(C)C)F)Cc5ccccc5F
P30968,259878,Ki,-2.68,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4c(cccc4F)F)C(=O)OCC)CN(Cc5ccccc5)CC(=O)N[C@@H](C)C(=O)NCC#Cc6ccc(cc6)C#CCNC(=O)[C@H](C)NC(=O)CN(Cc7ccccc7)Cc8c(nc9n8c(=O)c(cn9Cc1c(cccc1F)F)C(=O)OCC)c1ccc(cc1)NC(=O)NCC
P14416,168541,Ki,-10,c1ccc(cc1)C2=N[C@@H](CC(=O)N2)CN3CCN(CC3)c4ccccc4
P30968,523711,IC50,-1,CCn1cc(nc1C)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P30968,331087,Ki,-1.8,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCC(CC4)CNc5ncc(c(n5)N)C#N)C(CCC2(C)C)(C)C
P30968,494621,Ki,-2.36,c1ccc(cc1)[C@H](Cn2c(=O)c(c3n(c2=O)C(CO3)c4ccccc4F)c5ccccc5F)N
P30968,436663,Kd,0.68,CC(C)C[C@@H](C(=O)NC(CCCCNC(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(=O)N)NC(=O)[C@H](CCCNc2nc([nH]n2)N)NC(=O)C(CCCNc3nc([nH]n3)N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc4cccnc4)NC(=O)[C@H](Cc5ccc(cc5)Cl)NC(=O)[C@@H](Cc6ccc7ccccc7c6)NC(=O)C
P30968,262334,Ki,-2.58,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4c(cccc4F)F)C(=O)OCC)CN(Cc5ccccc5)CC(=O)NCCCCCC(=O)NCC#Cc6ccccc6
P14416,1204116,IC50,-10,c1ccc(cc1)[C@H]2C[C@@H]2CN3CCN(CC3)c4ccc(cc4Cl)Cl.Br
P30968,113183,Ki,-2.18,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)[C@H](C)CN(C)Cc3ccccc3)c4cccc(c4)OC
P30968,451916,Ki,-0.08,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)NC)c4cccc(c4F)OCCCCC(=O)O
P30968,21373,IC50,-1.7,CN(Cc1ccccc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)OC)Cc5c(cccc5F)F)c6ccccc6
P30968,448253,Ki,-0.88,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)N)c4cccc(c4)OCCCC(=O)O
P30968,274002,IC50,-2.28,CCCn1c2c(cc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC(C)(C)C)C(=O)NCCCN(C)Cc4ccccc4
P30968,370480,Ki,-2.82,c1ccc(cc1)[C@H](Cn2c(=O)c(cn(c2=O)Cc3c(cccc3F)F)c4cccc(c4F)O)N
P30968,117637,Ki,-4,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@H](C)N)c3cccc(c3F)OC
P30968,370145,IC50,-1.43,CCCn1c2c(cc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC(C)(C)C)C(=O)NCCc4ccccn4
P30968,259220,Ki,-3.2,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4c(cccc4F)F)C(=O)OCC)CN(Cc5ccccc5)CC(=O)N[C@@H](C)C(=O)NCC#Cc6ccccc6
P30968,369326,Ki,-1.3,Cc1ccccc1Cn2c(c(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)c4ccccc4F)C
P30968,165534,IC50,-1.44,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)[C@H](C)CNCc6cccc7c6cccn7)C
P30968,113432,IC50,0.22,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccnc(c6)C(C)O)C
P28223,271212,Ki,-10,c1cc(ccc1c2c3c(nc(n2)C4CCCC4)CCNC3)F
P30968,179663,Ki,-1.79,Cc1c(c(=O)n(c(=O)n1Cc2cccc(c2)F)C[C@@H](c3ccccc3)N)c4ccccc4F
P30968,211503,IC50,0.7,CC(C)C(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)NC(=O)C(C)C)CN(C)Cc4ccccc4)Cc5c(cccc5F)F
P30968,325091,IC50,0.4,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccnc(c6)CO)C
P30968,236965,Ki,-3.41,Cc1ccc(c(c1)C)CN2CCc3c(c(=O)n(c(=O)n3Cc4c(cccc4F)F)CC5CCCN(C5)C6CCCC6)C2
P30968,47895,IC50,-0.26,Cc1cc(cc(c1)c2c(c3cc(c(cc3nc2O)Cl)NC(=O)Nc4ccncn4)OCC[C@@H]5CCCCN5)C
P30968,1800668,IC50,0.3,CN(CCOC)Cc1c2c(=O)n(c(=O)n(c2sc1c3ccc(cc3)NC(=O)NOC)Cc4c(cccc4F)F)c5ccccc5
P29274,21654,Ki,-10,c1ccc(cc1)CCn2c3c(cn2)c4nc(nn4c(n3)N)c5ccc(cc5)Cl
P30968,257599,Ki,-1.3,CC[C@H](Cn1c(=O)c(c(n(c1=O)Cc2c(cccc2F)C(F)(F)F)C)c3cccc(c3F)OC)NC4CCCC4
P30968,194074,IC50,-2.94,CC(C)n1c2ccc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)OC(C)(C)C
P30968,23237,Ki,-1.88,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)[C@H](C)CNCc3ccccc3)c4cccc(c4)OC
P30968,494416,IC50,-1.43,CCc1nc(c(o1)C)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P30968,453441,Ki,-0.04,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)N)c4cccc(c4)OCCCCCC(=O)O
P30968,131182,Ki,-1,CCCCNC(=O)c1cn(c2cc(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)NC(=O)CCC)Cc5ccccc5F
P30968,117863,Ki,-1.11,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NC[C@@H]4CC[C@H](CC4)C(=O)N)C(CCC2(C)C)(C)C
P30968,313086,IC50,-0.72,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6cccn(c6=O)C)C
P32246,357919,Ki,-10,c1ccc(cc1)C(CCN2CCC(CC2)(c3ccc(cc3)Cl)O)(C#N)c4ccccc4
P30968,71561,IC50,0.36,Cc1cc(cc(c1C)C)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4ncccn4)OCC[C@@H]5CCN5
P30968,311380,Ki,-1.83,Cc1c(c(=O)n(c(=O)n1Cc2cccc(c2)F)C[C@@H](c3ccccc3)N)c4ccccc4F.C(=O)(C(F)(F)F)O
P30968,120164,Ki,-1.75,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCc4cccc(c4)CNc5nccc(n5)NC[C@H]6CCCO6)C(CCC2(C)C)(C)C
P30968,170159,IC50,0.22,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)[C@H](C)CNCCc6cccc7c6ccnc7)C
P30968,117504,Ki,-1.08,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](C3CCCC3)NC(C)C)c4cccc(c4F)OC
P30968,298497,IC50,-1.56,CCN(CCO)C(=O)c1ccc2c(c1)c(c([nH]2)c3cc(cc(c3)C)C)CCNCCCCc4ccncc4
P30968,182145,Ki,-5.34,c1ccc(cc1)[C@H](Cn2c(=O)n(c(=O)n(c2=O)c3c(cccc3F)F)Cc4c(cccc4F)F)N
P07550,162095,IC50,-10,CS(=O)(=O)Nc1ccc(cc1)C(=O)NCC2CNCCN2c3ccccc3
P30968,333518,IC50,-2.65,CN(CCc1ccccn1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)[N+](=O)[O-])Cc5c(cccc5F)F)c6ccccc6
P35372,437602,Ki,-10,CN1CC[C@]23c4c5ccc(c4O[C@H]2C(=CC=C3[C@H]1C5)OC)O
P30968,64273,Ki,-3.68,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CCN(C)CCc3ccccn3)c4cccc(c4)OC(F)(F)F
P30968,494415,IC50,-1.57,CCc1nc(c(o1)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C)C
P30968,308289,Ki,-0.6,Cc1c(c(=O)n(c(=O)n1Cc2ccccc2C(F)(F)F)C[C@@H](c3ccccc3)N)c4ccccc4F.C(=O)(C(F)(F)F)O
P30968,393206,Ki,-4,Cc1ccc(c(c1)C)CN2CCc3c(c(=O)n(c(=O)n3Cc4c(cccc4F)F)CC5CCCN(C5)CC(C)C)C2
P30968,333614,IC50,0.1,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccncc6C)C
P30968,186563,Ki,-1,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)N)c4cccs4
P30968,183197,IC50,-2.87,CC(C)(C)OC(=O)NCCc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(cc4)F
P35372,516187,Ki,-10,CCCCNCCN1CN(C2(C1=O)CCN(CC2)C3CCCc4c3cc(cc4)Cl)c5ccccc5
P30968,68964,Ki,-4.45,CCCC(=O)Nc1ccc(cc1)c2cn3c(=O)c(cn(c3n2)Cc4ccccc4F)C(=O)OC(CC)CC
P30968,439076,Ki,-2.89,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4c(cccc4F)F)C(=O)OCC)CN(Cc5ccccc5)CC(=O)N[C@@H](C(C)C)C(=O)NCC#Cc6ccccc6
P30968,197317,IC50,-2.32,CCCn1c2c(cc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC(C)(C)C)C(=O)NCCN
P30968,430613,Ki,-2.36,Cc1c(c(=O)n(c(=O)n1Cc2ccccc2OC)C[C@@H](c3ccccc3)N)c4ccccc4F.C(=O)(C(F)(F)F)O
P30968,256109,Ki,0.52,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@H](C)NC3CCCC3)c4cccc(c4Cl)OC
P30968,178142,Ki,-1.81,Cc1c(c(=O)n(c(=O)n1Cc2ccccn2)C[C@@H](c3ccccc3)N)c4ccccc4F
P30968,263118,Ki,-3.64,CC(CCN1CCc2c(c(=O)n(c(=O)n2Cc3c(cccc3F)F)CCN4CCCCC4)C1)CC(C)(C)C
P30968,360743,IC50,-3.28,c1ccc(cc1)Cn2c3ccc(cc3nc2C4CC4)S(=O)(=O)NCc5ccc(cc5)F
P30968,192171,Ki,-0.15,COc1cccc(c1F)c2cn(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4Cl)F
P30968,429690,Ki,-2.93,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)ccn(c3n2)Cc4c(cccc4F)F)CN(Cc5ccccc5)CC(=O)NCC(=O)N6CCC[C@H]6C(=O)NCC#Cc7ccccc7C#CCNC(=O)[C@@H]8CCCN8C(=O)CNC(=O)CN(Cc9ccccc9)Cc1c(nc2n1c(=O)c(cn2Cc1c(cccc1F)F)C(=O)OCC)c1ccc(cc1)NC(=O)NCC
P30968,445074,Ki,-1.3,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCCC(C4)CNC(=O)C(F)(F)F)C(CCC2(C)C)(C)C
P24530,367274,IC50,-10,Cc1ccc(cc1)S(=O)(=O)NCCOc2c(c(nc(n2)N3CCOCC3)NS(=O)(=O)c4ccc(cn4)C(C)C)Oc5ccccc5OC
P30968,380200,IC50,-3.85,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)OC)CN(Cc4ccccc4)C(=O)C)Cc5ccccc5OC
P30968,371073,IC50,-2.79,CCCn1c2c(cc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC(C)(C)C)C(=O)N4CCCC4
P30968,46177,IC50,-0.04,c1cncnc1NC(=O)c2cc3c(cc2Cl)nc(c(c3OCC[C@@H]4CCCCN4)c5cc(cc(c5)Cl)Cl)O
P30968,260816,Ki,-1.32,CC(=O)Nc1cc(ccc1OC)CN2CC3CC(N4C3(C2)C(=O)N(C4=O)CCN5CCOCC5)c6ccc(c7c6cccc7)N(C)C
P30968,183572,IC50,-2.69,CCOC(=O)CSc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(cc4)F
P30968,366701,Ki,-4.57,COc1cccc(c1)n2c(=O)n(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4F)F
P30968,1800156,IC50,0.7,CN(CCOC)Cc1c2c(=O)n(c(=O)n(c2sc1c3ccc(cc3)NC(=O)NOC)Cc4c(cccc4F)F)c5ccc(nc5)OC
P30968,22937,Ki,-2.66,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CCN(C)CCc3ccccn3)c4ccc5ccccc5c4
P08908,133868,EC50,-10,CC(Cc1c[nH]c2c1c3c(cc2)OCCC3)N
P30968,1800152,IC50,0.52,CN(CCOC)Cc1c2c(=O)n(c(=O)n(c2sc1c3ccc(cc3)NC(=O)NOC)Cc4c(cccc4F)F)c5ccccn5
P30968,1800155,IC50,0.54,CN(CCOC)Cc1c2c(=O)n(c(=O)n(c2sc1c3ccc(cc3)NC(=O)NOC)Cc4c(cccc4F)F)c5ccc(cc5)OC
P30968,51232,Ki,-3.89,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)C(C)(C)C(=O)OC)CN4CCN(CC4)C)c5cccc(c5)OC
P30968,189964,Ki,-2.3,c1ccc(cc1)[C@H](Cn2c(=O)c(cn(c2=O)Cc3c(cccc3F)C(F)(F)F)c4ccc(cc4Cl)C(F)(F)F)N
P30968,113216,Ki,-2.52,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](C)N(C)Cc3ccccc3)c4cccc(c4)OC
P30968,48879,IC50,0.22,Cc1cc(cc(c1C)C)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4ccncn4)OCC[C@@H]5CCC[C@@H](N5)C
P30968,331145,IC50,0.05,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccnc(c6)C(=O)OC)C
P30968,420200,Ki,-4,Cc1c(c(=O)n(c(=O)n1CCN2CCNCC2)C[C@@H](c3ccccc3)N)c4ccccc4F.C(=O)(C(F)(F)F)O
P30968,360126,Ki,-0.65,COc1cccc(c1Cl)c2c(=O)n(c(=O)n3c2SCC3c4ccccc4F)CC(c5ccccc5)N
P30968,387006,IC50,-2.68,CN(Cc1ccccc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)NC5=NCCN5)Cc6c(cccc6F)F)c7ccccc7
P07550,184538,Ki,-10,c1ccc2c(c1)CC(C2)Oc3ccc(cc3)CCNC[C@@H](c4ccc(c(c4)NC=O)O)O
P30968,71141,Ki,-1.08,CCCC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4ccccc4F)C(=O)OCC)CN(C)CCc5ccccn5
P30968,366127,Ki,-2.11,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)N)c4csc(n4)Nc5ccccc5OC
P30968,192172,Ki,-0.78,c1ccc(cc1)[C@H](Cn2c(=O)c(cn(c2=O)Cc3c(cccc3F)F)c4ccccc4Cl)N
P30968,324394,Ki,-2.26,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCC(CC4)CNCc5c(noc5C)C)C(CCC2(C)C)(C)C
P30968,179612,Ki,-1.15,Cc1c(c(=O)n(c(=O)n1Cc2ccccc2Cl)C[C@@H](c3ccccc3)N)c4ccccc4F
P30968,112611,Ki,-1.98,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CCN(C)Cc3ccccn3)c4cccc(c4)OC
P30968,22055,IC50,-1.38,CN(Cc1ccccc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)NC(=O)NOC)Cc5c(cccc5F)F)c6ccccc6
P30968,1091901,IC50,-4,CCc1[nH]c(c(n1)CN2CCN(CC2)c3cccc4c3oc(n4)c5ccc(cc5)C(C)(C)C)C
P29274,214228,Ki,-10,CCCn1c2c(c(=O)n(c1=O)CCC)nc([nH]2)[C@@H]3CC[C@H](CC3)COCc4ccccc4
P30968,332194,Ki,-2.66,c1ccc(cc1)n2c(=O)c3c(c(sc3n(c2=O)Cc4c(cccc4F)F)c5ccc(cc5)[N+](=O)[O-])CN6CCNCC6
P30968,392607,Ki,-2.48,Cc1c2ccccc2sc1CN3CCc4c(c(=O)n(c(=O)n4Cc5ccccc5)CCN(C)CCc6ccccn6)C3
P30968,236142,Ki,-1.48,c1ccnc(c1)CCN2CCCC[C@@H]2Cn3c(=O)c4c(n(c3=O)Cc5c(cccc5F)F)CCN(C4)Cc6ccc(cc6)Cl
P30968,371855,Ki,-3.49,CS(=O)(=O)c1cccc(c1Cn2cc(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)c4ccccc4Cl)C(F)(F)F
P30968,178218,Ki,-1.3,COc1cccc(c1F)n2c(=O)n(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4ccccc4Cl
P30968,392480,Ki,-4,Cc1c2ccccc2sc1CN3CCc4c(c(=O)n(c(=O)n4C)CCN(C)CCc5ccccn5)C3
P30968,121551,Ki,-1.54,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCc4cccc(c4)CNc5cc(nc(n5)N)Cl)C(CCC2(C)C)(C)C
P41597,257351,IC50,-10,CC(=O)NCC(C1CCN(CC1)C(=O)/C=C/c2cc(c(c(c2)F)F)F)N3CCC(CC3)c4c[nH]c5c4cccc5
P30968,51983,Ki,-2.69,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)C(C)(C)C(=O)OC)CN(C)Cc4ccccc4O)c5cccc(c5)OC
P14416,199453,Ki,-10,CC(C)(C)c1nc(cc(n1)N2CCN(CC2)CCCCn3ccc(nc3=O)N4CCC4)C(F)(F)F
P30968,119774,Ki,-0.61,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](C3CCCCC3)N(C)C)c4cccc(c4F)OC
Q16581,389348,IC50,-10,c1ccc(cc1)C(COCC(=O)N[C@@H](CCCNC(=N)N)C(=O)O)c2ccccc2
P30968,48165,IC50,0.3,Cc1cc(ccc1I)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4ccncn4)OCC[C@@H]5CCCCN5
P30968,195626,IC50,-3.52,CC(C)n1c2ccc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC
P30968,493730,IC50,-1.04,CCc1nc(cn1CC)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P30968,180352,Ki,-3.62,CN(CCc1ccccn1)CCn2c(=O)n(c(=O)n(c2=O)c3cccc(c3)OC)Cc4c(cccc4F)F
P30968,249372,IC50,-2.39,Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N(C)C)[C@H](C)CN/C(=N/C(=O)OC(C)C)/N4CCC(C4)c5ccncc5)C
P30968,466730,Ki,-0.64,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2[S+](C)[O-])F)C[C@@H](c3ccccc3)N)c4cccc(c4F)OC
P30968,441208,Ki,0.49,CC(C)C[C@H]1C(=O)N[C@@H]2CCCCNC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)NC(=O)[C@H](CC(=O)NC[C@H](NC(=O)[C@@H]3CCCN3C2=O)C(=O)N)NC(=O)[C@@H](Cc4c[nH]c5c4cccc5)NC(=O)[C@@H](Cc6ccc(cc6)Cl)NC(=O)[C@@H](Cc7ccc8ccccc8c7)NC(=O)C
P25103,59060,IC50,-10,CC(C)COC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)NCCc3c[nH]c4c3cccc4
P30968,494738,IC50,-1.26,CCc1nc(cn1C)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P30968,379274,IC50,-3.7,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)OC)CN(C)Cc4ccccc4)C
P30968,313004,IC50,-1.32,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4C5CCCCC5C6C4CCCC6)[C@H](C)CNCCCCc7ccncc7)C
P30968,367388,Ki,-0.95,COc1cccc(c1F)n2c(=O)n(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4F)F
P30968,64920,IC50,-1,CCC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4c(cccc4F)F)C(=O)OCC)CN(C)Cc5ccccc5
P30968,131589,Ki,-3.57,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)OC)C#N)Cc5ccc(cc5F)F
P30968,370623,IC50,-2.54,CC(C)(C)NC(=O)Nc1ccc2c(c1)nc(n2c3ccccc3)SCc4cc(ccc4OC)[N+](=O)[O-]
P30968,515123,IC50,-1.41,CC(C)(C)c1ccc(cc1)c2[nH]c3cccc(c3n2)N4CCN(CC4)Cc5cccc6c5nccn6
P30968,180372,Ki,-0.7,COc1cccc(c1F)n2c(=O)n(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4Cl)F
P30968,282707,Ki,-2.6,Cc1ccccc1CNC[C@H](C)n2c(=O)c(c(n(c2=O)Cc3c(cccc3F)F)C)c4cccc(c4)OC
P30968,331762,Ki,-0.95,CN(Cc1ccccn1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)[N+](=O)[O-])Cc5c(cccc5F)F)c6ccccc6
P30968,442283,IC50,-2.24,Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)CCN6CCC(CC6)C(=O)N7CCC(C7)OC)C
P30968,383393,IC50,-3.32,CC(C)n1c2ccc(cc2nc1SCc3ccccc3OC)NC(=O)C4CC4
Q9Y5N1,427127,Ki,-10,c1cc(ccc1Cc2c[nH]cn2)CNC(=O)Nc3cc(nc(c3)Cl)Cl
P30968,452547,IC50,-2.34,CCc1ccc(cc1)c2[nH]c3cccc(c3n2)N4CCN(CC4)CCOc5cccc6c5[nH]c(n6)C(F)(F)F
P30968,452198,Ki,-1.99,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)NC)c4cccc(c4F)OCCN(C)CC(=O)O
P30968,135103,IC50,-0.78,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)OC)CN(C)Cc4ccccc4)Cc5c(cccc5F)F
P30968,323863,Ki,-1.73,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCN(CC4)C(=O)OC(C)(C)C)C(CCC2(C)C)(C)C
P30968,392733,Ki,-3.41,Cc1ccc(c(c1)C)CN2CCc3c(c(=O)n(c(=O)n3Cc4c(cccc4F)F)CC5CCCCN5CC(C)C)C2
P34995,123794,Ki,-10,Cc1cccc(c1OCc2ccccc2)/C=C/Cc3ccccc3/C=C/C(=O)O
P30968,116989,Ki,-3.41,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)Cc3ccccc3)c4cccc(c4)OC)F)Cc5ccccc5F
P30968,372316,IC50,-1.36,CCCCn1c2ccc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC(C)(C)C
P30968,493794,Ki,-1.36,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CC(C)(c3ccccc3)N)c4cccc(c4F)OC
P30968,111820,Ki,-2.67,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@H](C)N(C)CCc3ccccn3)c4cccc(c4)OC
P30968,360367,Ki,-0.49,Cc1c(c(=O)n(c(=O)n1Cc2ccccc2C(F)(F)F)C[C@@H](c3ccccc3)N)c4ccccc4F
